active_cnt,block_time,chain,events_cnt,extrinsics_cnt,transfers_cnt,union_cnt
,2025-05-21 00:00:00.000 UTC,Acala,37225.0,,,
,2025-05-22 00:00:00.000 UTC,Acala,36148.0,,,
,2025-05-23 00:00:00.000 UTC,Acala,36525.0,,,
,2025-05-24 00:00:00.000 UTC,Acala,30793.0,,,
,2025-05-25 00:00:00.000 UTC,Acala,31516.0,,,
,2025-05-26 00:00:00.000 UTC,Acala,30706.0,,,
,2025-05-27 00:00:00.000 UTC,Acala,33007.0,,,
,2025-05-28 00:00:00.000 UTC,Acala,32892.0,,,
,2025-05-29 00:00:00.000 UTC,Acala,32663.0,,,
,2025-05-30 00:00:00.000 UTC,Acala,35188.0,,,
,2025-05-31 00:00:00.000 UTC,Acala,25547.0,,,
,2025-06-01 00:00:00.000 UTC,Acala,36523.0,,,
,2025-06-02 00:00:00.000 UTC,Acala,26564.0,,,
,2025-06-03 00:00:00.000 UTC,Acala,26723.0,,,
,2025-06-04 00:00:00.000 UTC,Acala,27375.0,,,
,2025-06-05 00:00:00.000 UTC,Acala,32906.0,,,
,2025-06-06 00:00:00.000 UTC,Acala,32674.0,,,
,2025-06-07 00:00:00.000 UTC,Acala,28893.0,,,
,2025-06-08 00:00:00.000 UTC,Acala,32177.0,,,
,2025-06-09 00:00:00.000 UTC,Acala,85037.0,,,
,2025-06-10 00:00:00.000 UTC,Acala,64086.0,,,
,2025-06-11 00:00:00.000 UTC,Acala,62792.0,,,
,2025-06-12 00:00:00.000 UTC,Acala,35530.0,,,
,2025-06-13 00:00:00.000 UTC,Acala,38518.0,,,
,2025-06-14 00:00:00.000 UTC,Acala,31131.0,,,
,2025-06-15 00:00:00.000 UTC,Acala,28227.0,,,
,2025-06-16 00:00:00.000 UTC,Acala,34431.0,,,
,2025-06-17 00:00:00.000 UTC,Acala,36725.0,,,
,2025-06-18 00:00:00.000 UTC,Acala,32545.0,,,
,2025-06-19 00:00:00.000 UTC,Acala,29246.0,,,
,2025-06-20 00:00:00.000 UTC,Acala,32823.0,,,
,2025-06-21 00:00:00.000 UTC,Acala,29736.0,,,
,2025-06-22 00:00:00.000 UTC,Acala,39870.0,,,
,2025-06-23 00:00:00.000 UTC,Acala,62272.0,,,
,2025-06-24 00:00:00.000 UTC,Acala,51193.0,,,
,2025-06-25 00:00:00.000 UTC,Acala,31815.0,,,
,2025-06-26 00:00:00.000 UTC,Acala,32511.0,,,
,2025-06-27 00:00:00.000 UTC,Acala,29867.0,,,
,2025-06-28 00:00:00.000 UTC,Acala,26546.0,,,
,2025-06-29 00:00:00.000 UTC,Acala,27711.0,,,
,2025-06-30 00:00:00.000 UTC,Acala,31328.0,,,
,2025-07-01 00:00:00.000 UTC,Acala,30582.0,,,
,2025-07-02 00:00:00.000 UTC,Acala,29954.0,,,
,2025-07-03 00:00:00.000 UTC,Acala,31133.0,,,
,2025-07-04 00:00:00.000 UTC,Acala,28556.0,,,
,2025-07-05 00:00:00.000 UTC,Acala,26227.0,,,
,2025-07-06 00:00:00.000 UTC,Acala,27885.0,,,
,2025-07-07 00:00:00.000 UTC,Acala,31791.0,,,
,2025-07-08 00:00:00.000 UTC,Acala,28837.0,,,
,2025-07-09 00:00:00.000 UTC,Acala,28984.0,,,
,2025-07-10 00:00:00.000 UTC,Acala,30818.0,,,
,2025-07-11 00:00:00.000 UTC,Acala,35353.0,,,
,2025-07-12 00:00:00.000 UTC,Acala,41197.0,,,
,2025-07-13 00:00:00.000 UTC,Acala,32667.0,,,
,2025-07-14 00:00:00.000 UTC,Acala,32872.0,,,
,2025-07-15 00:00:00.000 UTC,Acala,34849.0,,,
,2025-07-16 00:00:00.000 UTC,Acala,33247.0,,,
,2025-07-17 00:00:00.000 UTC,Acala,34186.0,,,
,2025-07-18 00:00:00.000 UTC,Acala,36801.0,,,
,2025-07-19 00:00:00.000 UTC,Acala,30734.0,,,
,2025-07-20 00:00:00.000 UTC,Acala,30873.0,,,
,2025-07-21 00:00:00.000 UTC,Acala,33244.0,,,
,2025-07-22 00:00:00.000 UTC,Acala,33227.0,,,
,2025-07-23 00:00:00.000 UTC,Acala,31987.0,,,
,2025-07-24 00:00:00.000 UTC,Acala,6034.0,,,
18.0,2025-05-04 00:00:00.000 UTC,Centrifuge,,,,
37.0,2025-05-05 00:00:00.000 UTC,Centrifuge,,,,
37.0,2025-05-06 00:00:00.000 UTC,Centrifuge,,,,
26.0,2025-05-07 00:00:00.000 UTC,Centrifuge,,,,
39.0,2025-05-08 00:00:00.000 UTC,Centrifuge,,,,
33.0,2025-05-09 00:00:00.000 UTC,Centrifuge,,,,
25.0,2025-05-10 00:00:00.000 UTC,Centrifuge,,,,
24.0,2025-05-11 00:00:00.000 UTC,Centrifuge,,,,
37.0,2025-05-12 00:00:00.000 UTC,Centrifuge,,,,
32.0,2025-05-13 00:00:00.000 UTC,Centrifuge,,,,
42.0,2025-05-14 00:00:00.000 UTC,Centrifuge,,,,
21.0,2025-05-15 00:00:00.000 UTC,Centrifuge,,,,
78.0,2025-05-16 00:00:00.000 UTC,Centrifuge,,,,
51.0,2025-05-17 00:00:00.000 UTC,Centrifuge,,,,
40.0,2025-05-18 00:00:00.000 UTC,Centrifuge,,,,
48.0,2025-05-19 00:00:00.000 UTC,Centrifuge,,,,
127.0,2025-05-20 00:00:00.000 UTC,Centrifuge,,,,
143.0,2025-05-21 00:00:00.000 UTC,Centrifuge,,,,
170.0,2025-05-22 00:00:00.000 UTC,Centrifuge,,,,
556.0,2025-05-23 00:00:00.000 UTC,Centrifuge,,,,
45.0,2025-05-24 00:00:00.000 UTC,Centrifuge,,,,
59.0,2025-05-25 00:00:00.000 UTC,Centrifuge,,,,
47.0,2025-05-26 00:00:00.000 UTC,Centrifuge,,,,
46.0,2025-05-27 00:00:00.000 UTC,Centrifuge,,,,
35.0,2025-05-28 00:00:00.000 UTC,Centrifuge,,,,
38.0,2025-05-29 00:00:00.000 UTC,Centrifuge,,,,
21.0,2025-05-30 00:00:00.000 UTC,Centrifuge,,,,
15.0,2025-05-31 00:00:00.000 UTC,Centrifuge,,,,
29.0,2025-06-01 00:00:00.000 UTC,Centrifuge,,,,
40.0,2025-06-02 00:00:00.000 UTC,Centrifuge,,,,
26.0,2025-06-03 00:00:00.000 UTC,Centrifuge,,,,
26.0,2025-06-04 00:00:00.000 UTC,Centrifuge,,,,
24.0,2025-06-05 00:00:00.000 UTC,Centrifuge,,,,
21.0,2025-06-06 00:00:00.000 UTC,Centrifuge,,,,
11.0,2025-06-07 00:00:00.000 UTC,Centrifuge,,,,
17.0,2025-06-08 00:00:00.000 UTC,Centrifuge,,,,
18.0,2025-06-09 00:00:00.000 UTC,Centrifuge,,,,
27.0,2025-06-10 00:00:00.000 UTC,Centrifuge,,,,
28.0,2025-06-11 00:00:00.000 UTC,Centrifuge,,,,
39.0,2025-06-12 00:00:00.000 UTC,Centrifuge,,,,
21.0,2025-06-13 00:00:00.000 UTC,Centrifuge,,,,
31.0,2025-06-14 00:00:00.000 UTC,Centrifuge,,,,
27.0,2025-06-15 00:00:00.000 UTC,Centrifuge,,,,
26.0,2025-06-16 00:00:00.000 UTC,Centrifuge,,,,
16.0,2025-06-17 00:00:00.000 UTC,Centrifuge,,,,
32.0,2025-06-18 00:00:00.000 UTC,Centrifuge,,,,
27.0,2025-06-19 00:00:00.000 UTC,Centrifuge,,,,
15.0,2025-06-20 00:00:00.000 UTC,Centrifuge,,,,
24.0,2025-05-04 00:00:00.000 UTC,Nodle,,,,
12.0,2025-05-05 00:00:00.000 UTC,Nodle,,,,
16.0,2025-05-06 00:00:00.000 UTC,Nodle,,,,
21.0,2025-05-07 00:00:00.000 UTC,Nodle,,,,
17.0,2025-05-08 00:00:00.000 UTC,Nodle,,,,
7.0,2025-05-09 00:00:00.000 UTC,Nodle,,,,
20.0,2025-05-10 00:00:00.000 UTC,Nodle,,,,
25.0,2025-05-11 00:00:00.000 UTC,Nodle,,,,
13.0,2025-05-12 00:00:00.000 UTC,Nodle,,,,
14.0,2025-05-13 00:00:00.000 UTC,Nodle,,,,
15.0,2025-05-14 00:00:00.000 UTC,Nodle,,,,
17.0,2025-05-15 00:00:00.000 UTC,Nodle,,,,
16.0,2025-05-16 00:00:00.000 UTC,Nodle,,,,
12.0,2025-05-17 00:00:00.000 UTC,Nodle,,,,
20.0,2025-05-18 00:00:00.000 UTC,Nodle,,,,
20.0,2025-05-19 00:00:00.000 UTC,Nodle,,,,
15.0,2025-05-20 00:00:00.000 UTC,Nodle,,,,
18.0,2025-05-21 00:00:00.000 UTC,Nodle,,,,
11.0,2025-05-22 00:00:00.000 UTC,Nodle,,,,
16.0,2025-05-23 00:00:00.000 UTC,Nodle,,,,
20.0,2025-05-24 00:00:00.000 UTC,Nodle,,,,
23.0,2025-05-25 00:00:00.000 UTC,Nodle,,,,
16.0,2025-05-26 00:00:00.000 UTC,Nodle,,,,
9.0,2025-05-27 00:00:00.000 UTC,Nodle,,,,
19.0,2025-05-28 00:00:00.000 UTC,Nodle,,,,
24.0,2025-05-29 00:00:00.000 UTC,Nodle,,,,
13.0,2025-05-30 00:00:00.000 UTC,Nodle,,,,
5.0,2025-05-31 00:00:00.000 UTC,Nodle,,,,
20.0,2025-06-01 00:00:00.000 UTC,Nodle,,,,
18.0,2025-06-02 00:00:00.000 UTC,Nodle,,,,
21.0,2025-06-03 00:00:00.000 UTC,Nodle,,,,
14.0,2025-06-04 00:00:00.000 UTC,Nodle,,,,
11.0,2025-06-05 00:00:00.000 UTC,Nodle,,,,
17.0,2025-06-06 00:00:00.000 UTC,Nodle,,,,
14.0,2025-06-07 00:00:00.000 UTC,Nodle,,,,
22.0,2025-06-08 00:00:00.000 UTC,Nodle,,,,
29.0,2025-06-09 00:00:00.000 UTC,Nodle,,,,
24.0,2025-06-10 00:00:00.000 UTC,Nodle,,,,
12.0,2025-06-11 00:00:00.000 UTC,Nodle,,,,
18.0,2025-06-12 00:00:00.000 UTC,Nodle,,,,
15.0,2025-06-13 00:00:00.000 UTC,Nodle,,,,
12.0,2025-06-14 00:00:00.000 UTC,Nodle,,,,
16.0,2025-06-15 00:00:00.000 UTC,Nodle,,,,
8.0,2025-06-16 00:00:00.000 UTC,Nodle,,,,
12.0,2025-06-17 00:00:00.000 UTC,Nodle,,,,
12.0,2025-06-18 00:00:00.000 UTC,Nodle,,,,
10.0,2025-06-19 00:00:00.000 UTC,Nodle,,,,
11.0,2025-06-20 00:00:00.000 UTC,Nodle,,,,
0.0,2025-05-04 00:00:00.000 UTC,Logion,,,,
0.0,2025-05-05 00:00:00.000 UTC,Logion,,,,
0.0,2025-05-06 00:00:00.000 UTC,Logion,,,,
1.0,2025-05-07 00:00:00.000 UTC,Logion,,,,
1.0,2025-05-08 00:00:00.000 UTC,Logion,,,,
1.0,2025-05-09 00:00:00.000 UTC,Logion,,,,
0.0,2025-05-10 00:00:00.000 UTC,Logion,,,,
0.0,2025-05-11 00:00:00.000 UTC,Logion,,,,
2.0,2025-05-12 00:00:00.000 UTC,Logion,,,,
0.0,2025-05-13 00:00:00.000 UTC,Logion,,,,
0.0,2025-05-14 00:00:00.000 UTC,Logion,,,,
0.0,2025-05-15 00:00:00.000 UTC,Logion,,,,
1.0,2025-05-16 00:00:00.000 UTC,Logion,,,,
0.0,2025-05-17 00:00:00.000 UTC,Logion,,,,
0.0,2025-05-18 00:00:00.000 UTC,Logion,,,,
0.0,2025-05-19 00:00:00.000 UTC,Logion,,,,
0.0,2025-05-20 00:00:00.000 UTC,Logion,,,,
0.0,2025-05-21 00:00:00.000 UTC,Logion,,,,
0.0,2025-05-22 00:00:00.000 UTC,Logion,,,,
0.0,2025-05-23 00:00:00.000 UTC,Logion,,,,
0.0,2025-05-24 00:00:00.000 UTC,Logion,,,,
0.0,2025-05-25 00:00:00.000 UTC,Logion,,,,
0.0,2025-05-26 00:00:00.000 UTC,Logion,,,,
0.0,2025-05-27 00:00:00.000 UTC,Logion,,,,
0.0,2025-05-28 00:00:00.000 UTC,Logion,,,,
0.0,2025-05-29 00:00:00.000 UTC,Logion,,,,
0.0,2025-05-30 00:00:00.000 UTC,Logion,,,,
0.0,2025-05-31 00:00:00.000 UTC,Logion,,,,
0.0,2025-06-01 00:00:00.000 UTC,Logion,,,,
0.0,2025-06-02 00:00:00.000 UTC,Logion,,,,
0.0,2025-06-03 00:00:00.000 UTC,Logion,,,,
0.0,2025-06-04 00:00:00.000 UTC,Logion,,,,
0.0,2025-06-05 00:00:00.000 UTC,Logion,,,,
0.0,2025-06-06 00:00:00.000 UTC,Logion,,,,
0.0,2025-06-07 00:00:00.000 UTC,Logion,,,,
0.0,2025-06-08 00:00:00.000 UTC,Logion,,,,
0.0,2025-06-09 00:00:00.000 UTC,Logion,,,,
0.0,2025-06-10 00:00:00.000 UTC,Logion,,,,
0.0,2025-06-11 00:00:00.000 UTC,Logion,,,,
0.0,2025-06-12 00:00:00.000 UTC,Logion,,,,
0.0,2025-06-13 00:00:00.000 UTC,Logion,,,,
1.0,2025-06-14 00:00:00.000 UTC,Logion,,,,
1.0,2025-06-15 00:00:00.000 UTC,Logion,,,,
0.0,2025-06-16 00:00:00.000 UTC,Logion,,,,
0.0,2025-05-04 00:00:00.000 UTC,Aventus,,,,
0.0,2025-05-05 00:00:00.000 UTC,Aventus,,,,
0.0,2025-05-06 00:00:00.000 UTC,Aventus,,,,
0.0,2025-05-07 00:00:00.000 UTC,Aventus,,,,
1.0,2025-05-08 00:00:00.000 UTC,Aventus,,,,
1.0,2025-05-09 00:00:00.000 UTC,Aventus,,,,
1.0,2025-05-10 00:00:00.000 UTC,Aventus,,,,
1.0,2025-05-11 00:00:00.000 UTC,Aventus,,,,
1.0,2025-05-12 00:00:00.000 UTC,Aventus,,,,
1.0,2025-05-13 00:00:00.000 UTC,Aventus,,,,
1.0,2025-05-14 00:00:00.000 UTC,Aventus,,,,
2.0,2025-05-15 00:00:00.000 UTC,Aventus,,,,
1.0,2025-05-16 00:00:00.000 UTC,Aventus,,,,
1.0,2025-05-17 00:00:00.000 UTC,Aventus,,,,
1.0,2025-05-18 00:00:00.000 UTC,Aventus,,,,
1.0,2025-05-19 00:00:00.000 UTC,Aventus,,,,
3.0,2025-05-20 00:00:00.000 UTC,Aventus,,,,
1.0,2025-05-21 00:00:00.000 UTC,Aventus,,,,
1.0,2025-05-22 00:00:00.000 UTC,Aventus,,,,
1.0,2025-05-23 00:00:00.000 UTC,Aventus,,,,
1.0,2025-05-24 00:00:00.000 UTC,Aventus,,,,
1.0,2025-05-25 00:00:00.000 UTC,Aventus,,,,
1.0,2025-05-26 00:00:00.000 UTC,Aventus,,,,
2.0,2025-05-27 00:00:00.000 UTC,Aventus,,,,
1.0,2025-05-28 00:00:00.000 UTC,Aventus,,,,
1.0,2025-05-29 00:00:00.000 UTC,Aventus,,,,
1.0,2025-05-30 00:00:00.000 UTC,Aventus,,,,
1.0,2025-05-31 00:00:00.000 UTC,Aventus,,,,
1.0,2025-06-01 00:00:00.000 UTC,Aventus,,,,
1.0,2025-06-02 00:00:00.000 UTC,Aventus,,,,
1.0,2025-06-03 00:00:00.000 UTC,Aventus,,,,
1.0,2025-06-04 00:00:00.000 UTC,Aventus,,,,
1.0,2025-06-05 00:00:00.000 UTC,Aventus,,,,
1.0,2025-06-06 00:00:00.000 UTC,Aventus,,,,
1.0,2025-06-07 00:00:00.000 UTC,Aventus,,,,
1.0,2025-06-08 00:00:00.000 UTC,Aventus,,,,
1.0,2025-06-09 00:00:00.000 UTC,Aventus,,,,
1.0,2025-06-10 00:00:00.000 UTC,Aventus,,,,
1.0,2025-06-11 00:00:00.000 UTC,Aventus,,,,
1.0,2025-06-12 00:00:00.000 UTC,Aventus,,,,
1.0,2025-06-13 00:00:00.000 UTC,Aventus,,,,
1.0,2025-06-14 00:00:00.000 UTC,Aventus,,,,
1.0,2025-06-15 00:00:00.000 UTC,Aventus,,,,
1.0,2025-06-16 00:00:00.000 UTC,Aventus,,,,
1.0,2025-06-17 00:00:00.000 UTC,Aventus,,,,
1.0,2025-06-18 00:00:00.000 UTC,Aventus,,,,
1.0,2025-06-19 00:00:00.000 UTC,Aventus,,,,
1.0,2025-06-20 00:00:00.000 UTC,Aventus,,,,
,2025-05-04 00:00:00.000 UTC,Phala,,,138398.0,
,2025-05-05 00:00:00.000 UTC,Phala,,,138929.0,
,2025-05-06 00:00:00.000 UTC,Phala,,,117882.0,
,2025-05-07 00:00:00.000 UTC,Phala,,,127025.0,
,2025-05-08 00:00:00.000 UTC,Phala,,,136732.0,
,2025-05-09 00:00:00.000 UTC,Phala,,,138294.0,
,2025-05-10 00:00:00.000 UTC,Phala,,,138275.0,
,2025-05-11 00:00:00.000 UTC,Phala,,,138080.0,
,2025-05-12 00:00:00.000 UTC,Phala,,,138976.0,
,2025-05-13 00:00:00.000 UTC,Phala,,,138447.0,
,2025-05-14 00:00:00.000 UTC,Phala,,,138545.0,
,2025-05-15 00:00:00.000 UTC,Phala,,,138666.0,
,2025-05-16 00:00:00.000 UTC,Phala,,,137338.0,
,2025-05-17 00:00:00.000 UTC,Phala,,,136806.0,
,2025-05-18 00:00:00.000 UTC,Phala,,,138783.0,
,2025-05-19 00:00:00.000 UTC,Phala,,,136921.0,
,2025-05-20 00:00:00.000 UTC,Phala,,,138880.0,
,2025-05-21 00:00:00.000 UTC,Phala,,,135664.0,
,2025-05-22 00:00:00.000 UTC,Phala,,,137467.0,
,2025-05-23 00:00:00.000 UTC,Phala,,,138742.0,
,2025-05-24 00:00:00.000 UTC,Phala,,,137795.0,
,2025-05-25 00:00:00.000 UTC,Phala,,,136256.0,
,2025-05-26 00:00:00.000 UTC,Phala,,,134670.0,
,2025-05-27 00:00:00.000 UTC,Phala,,,138776.0,
,2025-05-28 00:00:00.000 UTC,Phala,,,139593.0,
,2025-05-29 00:00:00.000 UTC,Phala,,,137599.0,
,2025-05-30 00:00:00.000 UTC,Phala,,,136493.0,
,2025-05-31 00:00:00.000 UTC,Phala,,,132452.0,
,2025-06-01 00:00:00.000 UTC,Phala,,,128509.0,
,2025-06-02 00:00:00.000 UTC,Phala,,,137206.0,
,2025-06-03 00:00:00.000 UTC,Phala,,,139479.0,
,2025-06-04 00:00:00.000 UTC,Phala,,,137173.0,
,2025-06-05 00:00:00.000 UTC,Phala,,,134413.0,
,2025-06-06 00:00:00.000 UTC,Phala,,,133903.0,
,2025-06-07 00:00:00.000 UTC,Phala,,,135861.0,
,2025-06-08 00:00:00.000 UTC,Phala,,,138246.0,
,2025-06-09 00:00:00.000 UTC,Phala,,,138191.0,
,2025-06-10 00:00:00.000 UTC,Phala,,,137083.0,
,2025-06-11 00:00:00.000 UTC,Phala,,,138378.0,
,2025-06-12 00:00:00.000 UTC,Phala,,,139297.0,
,2025-06-13 00:00:00.000 UTC,Phala,,,137550.0,
,2025-06-14 00:00:00.000 UTC,Phala,,,135182.0,
,2025-06-15 00:00:00.000 UTC,Phala,,,133396.0,
,2025-06-16 00:00:00.000 UTC,Phala,,,135665.0,
,2025-06-17 00:00:00.000 UTC,Phala,,,136502.0,
,2025-06-18 00:00:00.000 UTC,Phala,,,136464.0,
,2025-06-19 00:00:00.000 UTC,Phala,,,135329.0,
,2025-06-20 00:00:00.000 UTC,Phala,,,136193.0,
,2025-06-21 00:00:00.000 UTC,Phala,,,137547.0,
,2025-06-22 00:00:00.000 UTC,Phala,,,136288.0,
,2025-06-23 00:00:00.000 UTC,Phala,,,137396.0,
,2025-06-24 00:00:00.000 UTC,Phala,,,137086.0,
,2025-06-25 00:00:00.000 UTC,Phala,,,137353.0,
,2025-06-26 00:00:00.000 UTC,Phala,,,136328.0,
,2025-06-27 00:00:00.000 UTC,Phala,,,135239.0,
,2025-06-28 00:00:00.000 UTC,Phala,,,136673.0,
,2025-06-29 00:00:00.000 UTC,Phala,,,134233.0,
,2025-06-30 00:00:00.000 UTC,Phala,,,136124.0,
,2025-07-01 00:00:00.000 UTC,Phala,,,135796.0,
,2025-07-02 00:00:00.000 UTC,Phala,,,135920.0,
,2025-07-03 00:00:00.000 UTC,Phala,,,137261.0,
,2025-07-04 00:00:00.000 UTC,Phala,,,136884.0,
,2025-07-05 00:00:00.000 UTC,Phala,,,136544.0,
,2025-07-06 00:00:00.000 UTC,Phala,,,135364.0,
,2025-07-07 00:00:00.000 UTC,Phala,,,135866.0,
,2025-07-08 00:00:00.000 UTC,Phala,,,137575.0,
,2025-07-09 00:00:00.000 UTC,Phala,,,137318.0,
,2025-07-10 00:00:00.000 UTC,Phala,,,136726.0,
,2025-07-11 00:00:00.000 UTC,Phala,,,137407.0,
,2025-07-12 00:00:00.000 UTC,Phala,,,134481.0,
,2025-07-13 00:00:00.000 UTC,Phala,,,135245.0,
,2025-07-14 00:00:00.000 UTC,Phala,,,135137.0,
,2025-07-15 00:00:00.000 UTC,Phala,,,134879.0,
,2025-07-16 00:00:00.000 UTC,Phala,,,135879.0,
,2025-07-17 00:00:00.000 UTC,Phala,,,135932.0,
,2025-07-18 00:00:00.000 UTC,Phala,,,135943.0,
,2025-07-19 00:00:00.000 UTC,Phala,,,136378.0,
,2025-07-20 00:00:00.000 UTC,Phala,,,135139.0,
,2025-07-21 00:00:00.000 UTC,Phala,,,134331.0,
,2025-07-22 00:00:00.000 UTC,Phala,,,133992.0,
,2025-07-23 00:00:00.000 UTC,Phala,,,135242.0,
,2025-07-24 00:00:00.000 UTC,Phala,,,28408.0,
,2025-05-04 00:00:00.000 UTC,Bifrost,77754.0,,,
,2025-05-05 00:00:00.000 UTC,Bifrost,77907.0,,,
,2025-05-06 00:00:00.000 UTC,Bifrost,63131.0,,,
,2025-05-07 00:00:00.000 UTC,Bifrost,67241.0,,,
,2025-05-08 00:00:00.000 UTC,Bifrost,76536.0,,,
,2025-05-09 00:00:00.000 UTC,Bifrost,76917.0,,,
,2025-05-10 00:00:00.000 UTC,Bifrost,78322.0,,,
,2025-05-11 00:00:00.000 UTC,Bifrost,78908.0,,,
,2025-05-12 00:00:00.000 UTC,Bifrost,77348.0,,,
,2025-05-13 00:00:00.000 UTC,Bifrost,75087.0,,,
,2025-05-14 00:00:00.000 UTC,Bifrost,74358.0,,,
,2025-05-15 00:00:00.000 UTC,Bifrost,73946.0,,,
,2025-05-16 00:00:00.000 UTC,Bifrost,75381.0,,,
,2025-05-17 00:00:00.000 UTC,Bifrost,71422.0,,,
,2025-05-18 00:00:00.000 UTC,Bifrost,78017.0,,,
,2025-05-19 00:00:00.000 UTC,Bifrost,78222.0,,,
,2025-05-20 00:00:00.000 UTC,Bifrost,75721.0,,,
,2025-05-21 00:00:00.000 UTC,Bifrost,75300.0,,,
,2025-05-22 00:00:00.000 UTC,Bifrost,75155.0,,,
,2025-05-23 00:00:00.000 UTC,Bifrost,73522.0,,,
,2025-05-24 00:00:00.000 UTC,Bifrost,75330.0,,,
,2025-05-25 00:00:00.000 UTC,Bifrost,75065.0,,,
,2025-05-26 00:00:00.000 UTC,Bifrost,73572.0,,,
,2025-05-27 00:00:00.000 UTC,Bifrost,71512.0,,,
,2025-05-28 00:00:00.000 UTC,Bifrost,70085.0,,,
,2025-05-29 00:00:00.000 UTC,Bifrost,68052.0,,,
,2025-05-30 00:00:00.000 UTC,Bifrost,67411.0,,,
,2025-05-31 00:00:00.000 UTC,Bifrost,65313.0,,,
,2025-06-01 00:00:00.000 UTC,Bifrost,57932.0,,,
,2025-06-02 00:00:00.000 UTC,Bifrost,69286.0,,,
,2025-06-03 00:00:00.000 UTC,Bifrost,70340.0,,,
,2025-06-04 00:00:00.000 UTC,Bifrost,67529.0,,,
,2025-06-05 00:00:00.000 UTC,Bifrost,67164.0,,,
,2025-06-06 00:00:00.000 UTC,Bifrost,67155.0,,,
,2025-06-07 00:00:00.000 UTC,Bifrost,66418.0,,,
,2025-06-08 00:00:00.000 UTC,Bifrost,66661.0,,,
,2025-06-09 00:00:00.000 UTC,Bifrost,66671.0,,,
,2025-06-10 00:00:00.000 UTC,Bifrost,65404.0,,,
,2025-06-11 00:00:00.000 UTC,Bifrost,66396.0,,,
,2025-06-12 00:00:00.000 UTC,Bifrost,64935.0,,,
,2025-06-13 00:00:00.000 UTC,Bifrost,65896.0,,,
,2025-06-14 00:00:00.000 UTC,Bifrost,64632.0,,,
,2025-06-15 00:00:00.000 UTC,Bifrost,59659.0,,,
,2025-06-16 00:00:00.000 UTC,Bifrost,66706.0,,,
,2025-06-17 00:00:00.000 UTC,Bifrost,66797.0,,,
,2025-06-18 00:00:00.000 UTC,Bifrost,64855.0,,,
,2025-06-19 00:00:00.000 UTC,Bifrost,63139.0,,,
,2025-06-20 00:00:00.000 UTC,Bifrost,63149.0,,,
,2025-06-21 00:00:00.000 UTC,Bifrost,66359.0,,,
,2025-06-22 00:00:00.000 UTC,Bifrost,66789.0,,,
,2025-06-23 00:00:00.000 UTC,Bifrost,65446.0,,,
,2025-06-24 00:00:00.000 UTC,Bifrost,64625.0,,,
,2025-06-25 00:00:00.000 UTC,Bifrost,65999.0,,,
,2025-06-26 00:00:00.000 UTC,Bifrost,74149.0,,,
,2025-06-27 00:00:00.000 UTC,Bifrost,76948.0,,,
,2025-06-28 00:00:00.000 UTC,Bifrost,69853.0,,,
,2025-06-29 00:00:00.000 UTC,Bifrost,65602.0,,,
,2025-06-30 00:00:00.000 UTC,Bifrost,65329.0,,,
,2025-07-01 00:00:00.000 UTC,Bifrost,70465.0,,,
,2025-07-02 00:00:00.000 UTC,Bifrost,66011.0,,,
,2025-07-03 00:00:00.000 UTC,Bifrost,75146.0,,,
,2025-07-04 00:00:00.000 UTC,Bifrost,68188.0,,,
,2025-07-05 00:00:00.000 UTC,Bifrost,64624.0,,,
,2025-07-06 00:00:00.000 UTC,Bifrost,64854.0,,,
,2025-07-07 00:00:00.000 UTC,Bifrost,63899.0,,,
,2025-07-08 00:00:00.000 UTC,Bifrost,66144.0,,,
,2025-07-09 00:00:00.000 UTC,Bifrost,65910.0,,,
,2025-07-10 00:00:00.000 UTC,Bifrost,65704.0,,,
,2025-07-11 00:00:00.000 UTC,Bifrost,66726.0,,,
,2025-07-12 00:00:00.000 UTC,Bifrost,64080.0,,,
,2025-07-13 00:00:00.000 UTC,Bifrost,64408.0,,,
,2025-07-14 00:00:00.000 UTC,Bifrost,67612.0,,,
,2025-07-15 00:00:00.000 UTC,Bifrost,70585.0,,,
,2025-07-16 00:00:00.000 UTC,Bifrost,68940.0,,,
,2025-07-17 00:00:00.000 UTC,Bifrost,68813.0,,,
,2025-07-18 00:00:00.000 UTC,Bifrost,68378.0,,,
,2025-07-19 00:00:00.000 UTC,Bifrost,69127.0,,,
,2025-07-20 00:00:00.000 UTC,Bifrost,69065.0,,,
,2025-07-21 00:00:00.000 UTC,Bifrost,65927.0,,,
,2025-07-22 00:00:00.000 UTC,Bifrost,68037.0,,,
,2025-07-23 00:00:00.000 UTC,Bifrost,65732.0,,,
,2025-07-24 00:00:00.000 UTC,Bifrost,13243.0,,,
,2025-05-04 00:00:00.000 UTC,Crust,13926.0,,,
,2025-05-05 00:00:00.000 UTC,Crust,13922.0,,,
,2025-05-06 00:00:00.000 UTC,Crust,12124.0,,,
,2025-05-07 00:00:00.000 UTC,Crust,13006.0,,,
,2025-05-08 00:00:00.000 UTC,Crust,13939.0,,,
,2025-05-09 00:00:00.000 UTC,Crust,14287.0,,,
,2025-05-10 00:00:00.000 UTC,Crust,13704.0,,,
,2025-05-11 00:00:00.000 UTC,Crust,13492.0,,,
,2025-05-12 00:00:00.000 UTC,Crust,13737.0,,,
,2025-05-13 00:00:00.000 UTC,Crust,13860.0,,,
,2025-05-14 00:00:00.000 UTC,Crust,13561.0,,,
,2025-05-15 00:00:00.000 UTC,Crust,13657.0,,,
